,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Lainio_2_megahit_metabat_bin-0689,28324,9,23,0.6071176387515888,0.49583392176246294,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0615,282589,88,277,0.7199537136972777,0.4630930432536298,6.9,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-0290,14370,5,16,0.7438413361169103,0.4392484342379958,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0232,39249,17,32,0.5565237330887411,0.46757879181635204,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0578,153219,48,179,0.7735985745893134,0.5253003870277185,0.16,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-2544,10461,1,18,0.7278462862059076,0.5603670777172355,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2702,12176,3,9,0.7689717477003942,0.39627135348226017,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0299,12811,2,16,0.9088283506361721,0.44063695261884317,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2063,51896,23,56,0.753006012024048,0.6500115615847079,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3075,22128,8,23,0.7399674620390455,0.5770516992046276,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2893,46253,22,48,0.6892742092404817,0.593539878494368,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0523,14115,1,9,0.9066950053134962,0.387743535246192,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3097,1668434,519,1820,0.79959770659193,0.5905082250781272,61.85,1.75,o__Sphingomonadales,33.33
Lainio_2_megahit_metabat_bin-1295,11735,4,10,0.8203664252236899,0.6010225820195995,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1603,76273,26,49,0.536139918450828,0.45110327376660153,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0581,10286,5,16,0.5987750340268326,0.5793311296908419,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0050,21455,4,30,0.7760428804474482,0.46278256816592866,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3248,27640,5,42,0.8357452966714906,0.540123010130246,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1465,18664,4,14,0.6752571795970853,0.3805186455207887,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2927,47341,1,66,0.9402843201453286,0.4503707146025644,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1080,10961,3,10,0.8126083386552322,0.5588906121704224,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2665,99453,38,98,0.6786823926880033,0.41324042512543613,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1828,33848,12,32,0.7477842117702671,0.538584259040416,4.17,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2032,18460,5,29,0.8436078006500541,0.6003791982665222,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1927,35651,1,22,0.8322347199237048,0.42335418361336286,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2056,10527,1,21,0.5973211741236819,0.49434786738861974,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0035,81225,31,56,0.6038781163434903,0.49751923668821174,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3226,25864,2,56,0.8226105784101454,0.4239483451902258,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1223,13703,5,13,0.7452382689921915,0.49324965336057797,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0217,13973,5,11,0.4905889930580405,0.7445072640091606,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0862,16548,6,19,0.7072153734590283,0.5967488518249939,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0130,76894,8,49,0.848141597523864,0.440593544359768,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2379,16787,4,25,0.8663847024483231,0.4024542800976946,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3205,21999,4,19,0.7617618982681031,0.5841174598845402,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2925,31138,12,25,0.5486864923887211,0.36251525467274714,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0755,13874,4,15,0.49992792273316994,0.6840853394839268,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2574,25421,4,34,0.9206168128712482,0.6173635970260808,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2248,13567,4,14,0.5293727426844549,0.48957028082848086,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0848,52398,18,77,0.6993015000572541,0.39719073247070497,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3146,43874,21,53,0.5174818799288873,0.6271368008387656,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2711,10900,4,12,0.8212844036697248,0.21541284403669725,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2509,12510,3,10,0.8601918465227818,0.44364508393285373,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0741,52255,2,38,0.9679456511338628,0.3905463592000765,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3002,84675,35,91,0.7242161204605846,0.6060702686743431,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1910,10503,3,7,0.6935161382462154,0.36998952680186614,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1513,34315,10,46,0.865598134926417,0.6687745883724319,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1318,15814,6,33,0.6506892626786391,0.3740988997091185,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3209,76294,31,74,0.7114845204078958,0.4701287126117388,4.17,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1178,16009,5,13,0.7542632269348492,0.6249609594603036,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1635,175098,16,163,0.8756296473974574,0.4988178048864065,0.29,0.0,k__Archaea,0.0
Lainio_2_megahit_metabat_bin-1721,10550,6,7,0.6028436018957346,0.7040758293838862,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1507,62444,20,67,0.6868233937608097,0.4971974889500993,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0773,27497,11,31,0.8514383387278612,0.59541040840819,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1069,69221,16,92,0.7893413848398607,0.39128299215555973,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2294,14519,6,15,0.7424065018251945,0.6346167091397479,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0510,30449,13,27,0.5267168051495944,0.4282899274196197,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2777,13367,5,11,0.5516570659085809,0.3768235206104586,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1286,22225,12,21,0.6495388076490438,0.6714510686164229,1.65,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-2819,10971,6,16,0.7552638774952146,0.6401421930544162,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0374,27682,9,31,0.696734340004335,0.5384004045950437,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1085,15337,7,14,0.6492143183151855,0.4888830931733716,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2197,33024,6,30,0.8296693313953488,0.453609496124031,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0868,15985,4,19,0.4316546762589928,0.7100406631216766,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1250,62096,22,33,0.6870490852872971,0.45684102035557844,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0703,12904,6,13,0.7369807811531308,0.6257749535027899,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0548,35223,10,61,0.7373307214036283,0.44311955256508534,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0597,11960,2,8,0.44573578595317725,0.4048494983277592,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1210,130646,49,157,0.6651179523291949,0.49458077553082375,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2105,15325,5,33,0.7581729200652528,0.43138662316476345,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1150,36054,11,33,0.7090198036278915,0.5304265823486992,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2967,132858,2,184,0.9406810278643364,0.47184964398079154,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2956,18685,4,23,0.928980465614129,0.48241905271608243,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2392,14579,7,20,0.5422182591398587,0.3821935660882091,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0592,15092,3,16,0.4331433872250199,0.5707659687251524,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3288,59754,20,35,0.6194397027814037,0.6902299427653379,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0819,14938,3,6,0.7657651626723792,0.5753782300174053,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0587,18896,10,14,0.36420406435224384,0.40130186282811176,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0984,113168,13,179,0.8880337197794429,0.4714230171073095,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1777,23689,10,10,0.3437038287812909,0.5251382498205919,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1322,26285,6,28,0.777591782385391,0.4266311584553928,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1593,25973,9,31,0.6957994840796211,0.4237862395564625,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1511,17043,6,16,0.774159478964971,0.6172622190928827,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1266,2882518,815,2515,0.7217200378280378,0.34691821525485705,63.1,3.45,k__Bacteria,100.0
Lainio_2_megahit_metabat_bin-1370,12093,3,10,0.7442322004465394,0.5545356817993881,8.33,8.33,root,100.0
Lainio_2_megahit_metabat_bin-0062,36543,14,41,0.7551925129299729,0.6925813425279808,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2006,77938,8,59,0.8771972593600041,0.6355564679617132,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2396,27517,7,49,0.8198568157866046,0.5347966711487444,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2091,3127777,62,2988,0.9263937294762382,0.5084831815055869,99.05,0.07,c__Betaproteobacteria,0.0
Lainio_2_megahit_metabat_bin-1488,38063,11,31,0.7019415180096157,0.49612484565063186,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0162,5061150,356,3978,0.8614237870839632,0.41240073896248874,91.9,6.45,k__Bacteria,20.0
Lainio_2_megahit_metabat_bin-2042,10805,5,11,0.6746876446089773,0.5170754280425729,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3312,391603,128,389,0.6859727836610037,0.36331182345385504,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3247,11694,2,10,0.33093894304771676,0.42577390114588676,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0909,13870,3,17,0.7585436193222783,0.48002883922134104,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2285,103465,36,71,0.6771565263615715,0.39475184845116706,4.02,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-0575,19715,6,21,0.8296221151407558,0.6304336799391327,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1997,22257,4,21,0.728400053915622,0.4281349687738689,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2123,23144,9,21,0.5974334600760456,0.4058503283788455,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2866,59411,18,61,0.8558516099712175,0.6132366060157209,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0636,33651,9,33,0.8028884728537042,0.5946034293185938,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0254,10010,2,9,0.7375624375624376,0.48411588411588413,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1188,15338,5,15,0.6933759290650672,0.39653149041596036,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1246,45828,3,45,0.9484812778214192,0.4035524133717378,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2979,13967,8,13,0.4645951170616453,0.6171690413116632,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1973,21549,3,25,0.9001809828762356,0.5791916098194811,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0283,80759,11,95,0.9205537463316782,0.43054024938396956,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1110,87558,42,90,0.5939491537038306,0.4065533703373764,5.26,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-2648,58991,23,54,0.6909698089539082,0.44767845942601414,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3053,29562,8,28,0.7413233204789933,0.6011095325079494,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0818,25638,12,27,0.8194476948279897,0.6008268975739137,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0882,260363,88,253,0.7134999980796043,0.4115062432066,11.13,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-2193,55551,8,47,0.6841821029324404,0.5028172310129431,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0112,25257,13,28,0.7152868511699727,0.30371778120916976,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0728,98755,42,100,0.7019796466001721,0.6552680876917625,1.75,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-0805,46830,13,39,0.7848174247277386,0.3804398889600683,6.58,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-2587,34159,4,29,0.8502298076641588,0.5220586082730759,0.5,0.0,k__Archaea,0.0
Lainio_2_megahit_metabat_bin-2704,19798,11,22,0.7972017375492474,0.6947671481967875,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0266,15773,2,17,0.892220883788753,0.4422113738667343,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2377,13789,6,13,0.5162810936253536,0.48647472623105376,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1329,19425,7,24,0.7976833976833977,0.5912483912483912,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2592,16601,3,9,0.6389976507439311,0.6586952593217276,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1814,44647,3,54,0.9267363988621856,0.4613075906555872,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2551,10438,6,11,0.6805901513699942,0.6283770837325158,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1835,476893,34,431,0.8486180338147131,0.3076119800458384,4.45,0.5,k__Archaea,0.0
Lainio_2_megahit_metabat_bin-1288,15056,7,17,0.5929861849096706,0.40336078639744954,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3199,268356,109,278,0.6094329919957072,0.4590916543695688,0.47,0.0,k__Archaea,0.0
Lainio_2_megahit_metabat_bin-1036,15221,3,18,0.6301162867091519,0.483148281978845,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0917,14587,3,19,0.7913895934736409,0.5386302872420649,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1190,34704,15,39,0.8389522821576764,0.6070193637621023,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2709,25542,8,44,0.6942682640357059,0.46143606608722887,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1798,57034,28,57,0.6688115860714662,0.6121962338254374,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2834,29974,2,20,0.7933876025889104,0.39140588510042035,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1251,28290,7,20,0.5059384941675503,0.5665252739483917,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0907,12104,4,8,0.6801057501652347,0.565102445472571,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3060,23907,12,13,0.4577738737608232,0.39268833396076464,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1552,66406,7,70,0.901273981266753,0.3642592536818962,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2441,47506,16,41,0.680440365427525,0.44305982402222877,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2507,16546,8,17,0.7102018614770942,0.407288770699867,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3283,18283,4,30,0.7318273806268117,0.5602472241973417,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2863,77392,19,112,0.8277212114947281,0.5956171180483771,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3065,38620,19,41,0.6227602278612118,0.6388658726048679,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2989,23101,5,30,0.6214016709233366,0.4399376650361456,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2257,10335,6,11,0.6368650217706822,0.6133526850507982,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1648,102510,41,107,0.6611354989757097,0.509862452443664,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0248,12907,5,15,0.8651119547532347,0.5867358797551716,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2029,32016,3,29,0.892616191904048,0.3677223888055972,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0085,53680,3,70,0.948397913561848,0.5767697466467958,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2799,131210,49,128,0.6101745293803826,0.363318344638366,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2618,15518,3,14,0.7984276324268591,0.44116509859517977,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2454,47419,16,31,0.597924882431093,0.5176406081950273,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2910,44354,17,58,0.7183117644406367,0.3723452225278442,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0093,14998,5,15,0.7539005200693426,0.45412721696226166,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2591,41349,9,31,0.8728143365014873,0.4601320467242255,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2460,14963,2,12,0.7735079863663704,0.35868475573080266,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3311,14881,5,20,0.5967340904509105,0.610644445937773,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1670,18320,7,25,0.4504912663755459,0.575764192139738,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1996,100645,14,109,0.807610909632868,0.4087932833225694,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2098,16811,8,15,0.6402950449110701,0.43168163702337753,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3155,34173,12,28,0.6331314195417435,0.5357153308167266,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0999,11282,5,15,0.792146782485375,0.6568870767594398,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0475,12207,4,12,0.7837306463504546,0.5083149012861473,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0879,41278,8,60,0.8668297882649353,0.40055235234265224,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3265,11518,4,11,0.8108178503212363,0.5537419690918562,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2375,12428,3,10,0.8047956227872546,0.5556807209526875,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0990,57303,16,37,0.626564054237998,0.4878453135088913,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2169,661080,179,663,0.7878380831366855,0.45369546802202454,51.29,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-2849,26379,15,30,0.44194245422495165,0.6028659160696008,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2255,14453,5,11,0.20881477893862865,0.3951428769113679,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3235,26628,12,29,0.7879675529517801,0.6103725401832657,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2158,55302,17,36,0.6839535640663991,0.5666341181150772,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1475,12961,5,17,0.7184630815523494,0.537535683975002,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2141,122476,37,120,0.7637659623109834,0.5774682386753323,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2758,19748,7,13,0.7911687259469313,0.5181790561069476,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1148,14675,6,16,0.7379897785349233,0.5160477001703577,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2252,568938,61,712,0.896243527414235,0.3732146560785182,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0446,10415,3,11,0.7564090254440711,0.4584733557369179,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0720,130977,43,151,0.7441306488925536,0.5571207158508745,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1590,11986,4,11,0.6432504588686802,0.648673452361088,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1841,12917,5,9,0.7062785476503832,0.437330649531625,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0506,11040,5,13,0.7114130434782608,0.5608695652173913,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0778,54341,24,40,0.5064684124326015,0.40691190813566186,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1548,104120,39,94,0.594410295812524,0.5159431425278524,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1504,11598,2,11,0.8442834971546819,0.5763062596999483,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0132,42372,15,48,0.3644859813084112,0.4988435759463797,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1053,25528,9,32,0.7469445314948292,0.5520604826073331,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2235,42911,7,38,0.8727132902985248,0.43816270886252945,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2483,25199,5,32,0.8270566292313187,0.36822889797214176,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2754,24793,9,29,0.8321300367039084,0.4327027790102045,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2839,13141,1,4,0.9373715851152881,0.4792633741724374,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1283,13046,5,11,0.7057335581787522,0.49570749655066687,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3111,17180,9,16,0.7250291036088475,0.6186263096623982,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1857,98586,12,156,0.8983324204248068,0.32680096565435257,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0422,28504,10,29,0.6856932360370475,0.3058868930676396,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3108,55112,20,60,0.7296958920017419,0.605312817535201,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1876,125601,49,130,0.6636252896075668,0.6092148947858695,1.72,0.0,k__Bacteria,0.0
Lainio_2_megahit_metabat_bin-1551,2898250,813,2488,0.719205037522643,0.37805917363926506,67.39,2.59,p__Bacteroidetes,0.0
Lainio_2_megahit_metabat_bin-2928,32423,6,14,0.8393115997902724,0.37504240816704193,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1445,16096,5,22,0.6912897614314115,0.3453031809145129,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0898,47614,20,48,0.5749359432099802,0.44690637207544,4.17,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0940,21704,8,33,0.8261610762992997,0.4114448949502396,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0812,45337,6,65,0.8717383152833227,0.5529699803692348,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1564,56011,10,54,0.8486190212636804,0.47458534930638624,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2938,21140,6,24,0.8348628192999054,0.38713339640491956,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2603,10474,2,26,0.8870536566736681,0.4270574756540004,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-2749,31515,9,19,0.7030937648738695,0.7137870855148342,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-1657,20657,9,23,0.7379096674250859,0.5932129544464346,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-3232,16464,5,12,0.7135568513119533,0.7066933916423712,0.0,0.0,root,0.0
Lainio_2_megahit_metabat_bin-0324,1420991,241,1489,0.8695832697040305,0.6120158396499344,68.06,2.56,k__Bacteria,40.0
Lainio_2_megahit_metabat_bin-0088,4221878,825,4530,0.8414724442534816,0.603770644248839,88.01,4.43,c__Alphaproteobacteria,8.33
Lainio_2_megahit_metabat_bin-1196,11293,3,18,0.7727795979810502,0.41087399273886477,0.0,0.0,root,0.0
