,length,nb_contigs,nb_proteins,coding_density,GC,completeness,contamination,taxo:checkm,strain_heterogeneity
Uppsala_1_megahit_metabat_bin-1542,78923,10,80,0.8494862080762262,0.35739898381967233,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6107,64034,23,75,0.6618515163819221,0.3813599025517694,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5108,14412,2,25,0.8971690258118235,0.6624340827088537,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6839,22721,2,28,0.8507107961797457,0.4302627525196954,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4691,27075,10,16,0.7324099722991689,0.6621606648199446,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2361,63243,21,68,0.7942697215502111,0.25128472716348055,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1414,14295,6,14,0.7120671563483736,0.3975515914655474,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3509,76438,22,68,0.8231377063764096,0.4521180564640624,1.72,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-5059,28664,5,34,0.7917596985766118,0.5316424783700809,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6747,13216,3,6,0.45671912832929784,0.45967009685230026,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2288,154868,25,155,0.8377521502182503,0.5945062892269546,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2779,14694,7,8,0.15108207431604737,0.38253708996869473,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1923,10934,2,19,0.9789646972745565,0.41375525882568137,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3630,23819,10,19,0.5998992401024392,0.447709811495025,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3752,27075,9,43,0.8363434903047091,0.518005540166205,0.22,0.0,k__Archaea,0.0
Uppsala_1_megahit_metabat_bin-1475,56118,24,73,0.8260451192130868,0.5360490395238604,2.62,0.0,o__Burkholderiales,0.0
Uppsala_1_megahit_metabat_bin-3390,36685,9,25,0.7642905819817364,0.37988278587978735,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5851,27438,11,57,0.7730155259129674,0.39704060062686786,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6518,10825,4,12,0.4453579676674365,0.49182448036951504,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0717,15446,7,16,0.8505114592774828,0.6651560274504726,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6554,54215,14,49,0.788914507055243,0.5542930923176242,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2529,22771,11,27,0.6978613148302666,0.6121382460146678,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1029,21657,3,32,0.9048344646072863,0.5799048806390543,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4368,17319,7,16,0.6895894682141002,0.4541255268779953,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5843,82141,34,72,0.6775666232453951,0.4091622941040406,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6684,45949,21,46,0.2847940107510501,0.4250799799778015,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2743,34467,2,41,0.9167029332404909,0.5116488235123452,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2711,27534,7,29,0.8020265853127043,0.3385269121813031,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0511,14106,1,22,0.7654189706507869,0.4532113994045087,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3573,11308,2,13,0.692695436858861,0.5294481782808631,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5578,13003,7,20,0.6236253172344843,0.685380296854572,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3334,11096,3,17,0.46854722422494594,0.42727108868060565,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3361,10497,2,12,0.946270362960846,0.45955987424978567,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6220,15593,5,10,0.7534149939075226,0.41986788943756814,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3708,27012,8,28,0.8861617059084851,0.6211313490300607,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1762,12082,4,11,0.8288362853832147,0.48212216520443635,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3493,17878,4,23,0.7984114554200693,0.39579371294328225,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5493,48480,14,65,0.8682549504950495,0.4434818481848185,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3990,84311,20,86,0.68425235141322,0.35172160216341875,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5019,5164277,1991,5279,0.7401585933519832,0.6592338094955015,74.98,37.57,k__Bacteria,6.67
Uppsala_1_megahit_metabat_bin-0001,22706,5,33,0.41275433806042455,0.47066854575883027,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6179,60538,12,87,0.8885328223595097,0.3689087845650666,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6308,12411,1,5,0.9888808315204254,0.5249375553944082,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2124,18835,4,18,0.809131935226971,0.25988850544199626,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0027,31674,13,41,0.6269179768895624,0.6023236724127045,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2493,20642,7,28,0.7535607014824145,0.6043019087297743,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1879,205695,41,257,0.8573470429519434,0.45166387126570895,0.0,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-5636,19981,6,18,0.7388519093138481,0.4404183974776037,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0624,16382,6,13,0.7013795629349285,0.5215480405322915,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0288,14010,7,7,0.2107066381156317,0.38665239114917915,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0579,35764,8,32,0.7640085001677664,0.46946650262834133,10.53,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-0131,21966,4,47,0.9120458891013384,0.6031594282072293,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4883,27940,6,28,0.8095919828203293,0.3969935576234789,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2144,11591,3,22,0.860840307134846,0.44931412302648605,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4623,12144,1,10,0.8206521739130435,0.4419466403162055,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0067,13661,3,9,0.7644389136959227,0.5915379547617304,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2567,95070,16,85,0.8197854212685389,0.5754181129693909,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5832,14812,4,15,0.8524844720496895,0.3868485012152309,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2469,70571,15,75,0.7189780504739908,0.5995522240013603,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0912,16490,3,21,0.8718010915706489,0.5395997574287447,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6973,15621,8,14,0.7053965815248704,0.5535497087254337,1.72,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-4547,67041,11,76,0.9074148655300488,0.40284303635088975,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4729,12694,2,12,0.7049787301087128,0.4637624074365842,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5114,89293,23,80,0.721904292609723,0.45134557020147154,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6783,12588,5,13,0.867254528122021,0.4369240546552272,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0748,33900,11,34,0.8061061946902655,0.46920353982300883,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1051,16245,7,14,0.716528162511542,0.3020006155740228,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1650,11457,3,16,0.8075412411626081,0.6914550056733875,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2751,31161,13,31,0.6920188697410224,0.4450755752382786,4.17,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1436,12732,4,13,0.8211592836946278,0.6306157712849513,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1181,40747,15,45,0.7051807495030309,0.5841902471347584,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2230,19294,6,19,0.6867938219135482,0.44547527728827613,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4682,28606,3,17,0.902537929105782,0.5077955673634902,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6647,16673,9,14,0.6867990163737779,0.6951958255862772,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3254,31014,12,20,0.561520603598375,0.5296962662023602,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6844,10412,2,22,0.8058970418747599,0.5169035728006147,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3788,13467,5,7,0.4669191356649588,0.41620256924333554,1.72,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-4797,19239,5,18,0.6167160455325121,0.32371744893185717,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2670,27249,7,18,0.7392931850710118,0.5769386032514955,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2262,46980,22,49,0.7398467432950192,0.5235206470838655,8.33,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5070,2277039,392,2029,0.805676582614527,0.34838533727353815,97.41,8.86,k__Bacteria,85.71
Uppsala_1_megahit_metabat_bin-0069,34517,6,37,0.8755685604195035,0.44366544021786364,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0992,12754,2,11,0.7628195076054571,0.5829543672573311,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6424,10615,5,5,0.36005652378709374,0.37315120113047573,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4716,11585,3,8,0.5386275356063875,0.4473888649115235,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0110,28033,4,38,0.7623871865301609,0.3689936860129133,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4505,12752,3,18,0.9222082810539524,0.48792346298619826,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6948,11824,3,20,0.7801928281461434,0.4776725304465494,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1601,56136,5,78,0.8678388200085506,0.6161108735927034,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6333,19889,4,22,0.8618834531650661,0.5230026647895821,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0211,10896,6,9,0.4102422907488987,0.31323421439060206,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5602,14419,4,10,0.5792357306331923,0.4486441500797559,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2115,320837,46,393,0.8569585178766788,0.40833507357318516,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5106,2486706,178,2478,0.9056872826944561,0.532877630085744,97.29,5.29,o__Burkholderiales,41.18
Uppsala_1_megahit_metabat_bin-2662,24350,11,21,0.5679671457905544,0.46349075975359344,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1596,148853,2,153,0.875051225034094,0.6562514695706503,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3874,10860,5,10,0.619060773480663,0.2496316758747698,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3602,12327,6,11,0.6429788269651984,0.6531191693031557,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4942,10004,4,10,0.600359856057577,0.5259896041583366,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4613,49181,1,60,0.9180374534881357,0.4722555458408735,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6387,14562,5,12,0.7830655129789864,0.3716522455706634,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0242,12035,5,10,0.8739509763190694,0.649023680930619,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4456,11283,4,11,0.7295931932996543,0.6335194540459098,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0406,13617,6,16,0.5789821546596167,0.6400822501285158,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3043,13731,6,19,0.8582040637972471,0.6007574102396038,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4693,14723,4,19,0.8315560687359913,0.5109692318141683,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4176,35341,6,46,0.851334144478085,0.5797232675928808,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4418,45187,11,52,0.8332706309336756,0.41509726248699846,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6456,17050,8,19,0.782991202346041,0.4480351906158358,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4898,15073,5,18,0.6261527234127248,0.4667949313341737,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4592,12145,5,11,0.7692054343351173,0.5739810621655002,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6951,60155,15,88,0.8127503948133987,0.32131992353087857,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3857,72884,18,70,0.890730475824598,0.4680451127819549,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3317,12041,3,11,0.7118179553193257,0.5466323395066854,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0048,22569,7,21,0.7192609331383757,0.5275377730515308,1.72,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-1788,27654,7,29,0.7042742460403558,0.5577493310190208,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3982,85065,10,75,0.847928055016752,0.3420325633339211,9.48,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-6373,16419,8,21,0.6422437420062124,0.37377428588830014,1.57,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-5580,24506,8,28,0.44854321390679835,0.5452950297886232,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2357,17957,6,10,0.7486217074121513,0.3892075513727237,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5767,28145,9,35,0.7470953988275004,0.4690708829276959,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1192,33044,10,17,0.09441956179639269,0.46477424040673043,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1488,31538,3,21,0.7044834802460523,0.3719005643985034,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4202,25627,5,27,0.8805556639481796,0.62504389901276,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3081,22635,2,29,0.9370444002650762,0.4259332891539651,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2290,12906,6,25,0.4816364481636448,0.5216953355028668,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3928,39519,6,63,0.8532604569953693,0.5370075153723526,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6602,11753,5,11,0.6113332766102272,0.5448821577469583,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6134,18079,7,26,0.7618231096852702,0.4616405774655678,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3563,12689,3,11,0.7341004019229254,0.42532902513988496,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6511,2817826,190,2627,0.8979337262130451,0.6379339959245177,79.49,1.7,f__Rhodocyclaceae,18.18
Uppsala_1_megahit_metabat_bin-0004,13215,2,9,0.8696935300794552,0.4389708664396519,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3002,23647,1,30,0.8883156425762253,0.5557998900494777,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1380,12616,6,13,0.3985415345592898,0.6763633481293595,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1744,44655,1,60,0.9111185757473967,0.5581457843466577,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5711,12153,2,18,0.8750925697358677,0.581173372829754,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5225,37377,7,31,0.7335259651657436,0.34293817053268055,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6871,45681,11,54,0.7480790700728969,0.3918478141897069,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0223,16476,5,29,0.6376547705753823,0.6233309055596018,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2980,281144,41,339,0.8750924792988647,0.3951213612952793,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3242,23618,6,24,0.8107799136252011,0.5433567617918537,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0434,20961,4,18,0.6742521826248747,0.39769094985926245,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6799,28132,11,31,0.6234181714773211,0.4465022038959192,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2990,34082,6,53,0.6751364356551846,0.5810398450795141,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3032,11130,3,19,0.8587601078167116,0.5956873315363881,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4100,109523,29,122,0.7394885092628946,0.4824100873789067,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6892,77253,21,95,0.7708050172808822,0.48990977696659027,8.15,3.29,k__Bacteria,57.14
Uppsala_1_megahit_metabat_bin-2113,42969,15,45,0.6902185296376457,0.5828155181642579,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0711,18779,7,22,0.7824697800734863,0.6482240800894616,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5168,15516,6,19,0.8147718484145399,0.24838875998968807,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-7150,18224,3,18,0.7825943810359964,0.4153314310798946,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6807,14010,5,16,0.7256959314775161,0.6114204139900071,0.94,0.0,k__Bacteria,0.0
Uppsala_1_megahit_metabat_bin-2840,45389,7,40,0.8760272312674877,0.571195664147701,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3310,24618,11,32,0.8194004387033877,0.574132748395483,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1014,16269,3,28,0.8939701272358473,0.525723769131477,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4935,13317,6,20,0.49831043027708943,0.6311481564917023,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0013,12923,4,20,0.8549872320668576,0.5372591503520854,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4593,44112,3,60,0.9266866158868335,0.505531374682626,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4131,10037,1,23,0.7382684068944904,0.3382484806216997,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1986,27039,8,26,0.8578719627205148,0.46521690890935313,8.33,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0267,90238,13,56,0.6360845763425608,0.4239123207517897,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-2453,35097,15,31,0.6087699803402,0.48177906943613413,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-7048,21571,7,20,0.7539288860043577,0.37276899541050484,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5909,19903,1,33,0.5240918454504346,0.503843641662061,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6678,13947,2,21,0.6242202624220262,0.4778088477808848,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-0798,26658,13,22,0.6571010578437992,0.39372796158751594,4.17,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1348,38103,12,39,0.7419888197779703,0.3636721517990709,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5489,14983,5,12,0.23746913168257358,0.40092104384969635,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-1793,51889,25,42,0.6079901327834416,0.2277746728593729,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3452,68348,20,79,0.7945953063732663,0.37663135717211915,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-5830,198402,31,312,0.8734690174494208,0.44377576838943156,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4085,10475,3,12,0.8863961813842482,0.2893556085918854,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-4673,19310,5,7,0.22760227861211807,0.4021750388399793,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-3084,70771,23,45,0.15569936838535559,0.39198259173955435,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-7142,10176,3,5,0.7576650943396226,0.6031839622641509,0.0,0.0,root,0.0
Uppsala_1_megahit_metabat_bin-6958,15923,6,11,0.5793506248822458,0.49563524461470826,0.0,0.0,root,0.0
