------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                                       Marker lineage            # genomes   # markers   # marker sets    0     1     2    3    4   5+   Completeness   Contamination   Strain heterogeneity  
  Lainio_1_megahit_metabat_bin-3978     o__Burkholderiales (UID4000)        193         427           214         10   390    25   2    0   0       98.76            3.59              61.29          
  Lainio_1_megahit_metabat_bin-0470       o__Rhizobiales (UID3654)           92         481           319         6    473    2    0    0   0       98.75            0.42               0.00          
  Lainio_1_megahit_metabat_bin-3744        k__Bacteria (UID2982)             88         227           146         2    224    1    0    0   0       98.63            0.17              100.00         
  Lainio_1_megahit_metabat_bin-1867        k__Bacteria (UID2982)             88         227           146         2    224    1    0    0   0       98.63            0.68               0.00          
  Lainio_1_megahit_metabat_bin-3769   c__Betaproteobacteria (UID3959)       235         418           210         20   396    2    0    0   0       98.57            0.19               0.00          
  Lainio_1_megahit_metabat_bin-2067      p__Bacteroidetes (UID2591)         364         303           203         3    294    6    0    0   0       98.52            1.49              50.00          
  Lainio_1_megahit_metabat_bin-1980   c__Gammaproteobacteria (UID4274)      112         580           289         10   546    23   1    0   0       98.44            3.10              50.00          
  Lainio_1_megahit_metabat_bin-3367    o__Rhodospirillales (UID3754)         63         336           201         4    308    24   0    0   0       98.41            5.42              33.33          
  Lainio_1_megahit_metabat_bin-3802   c__Betaproteobacteria (UID3888)       323         387           234         21   354    11   1    0   0       98.29            1.94              21.43          
  Lainio_1_megahit_metabat_bin-3090     o__Burkholderiales (UID4000)        193         427           214         7    416    4    0    0   0       98.29            0.45               0.00          
  Lainio_1_megahit_metabat_bin-1032        k__Bacteria (UID3187)            2258        187           116         4    179    4    0    0   0       97.99            2.20              50.00          
  Lainio_1_megahit_metabat_bin-1627        k__Bacteria (UID2982)             88         229           147         4    221    3    1    0   0       97.82            3.40              16.67          
  Lainio_1_megahit_metabat_bin-3819   c__Betaproteobacteria (UID3959)       235         419           211         6    403    9    1    0   0       97.71            2.12              66.67          
  Lainio_1_megahit_metabat_bin-0469   c__Betaproteobacteria (UID3959)       235         419           211         9    398    12   0    0   0       97.71            2.20              16.67          
  Lainio_1_megahit_metabat_bin-1297        k__Bacteria (UID1453)            901         171           117         3    163    5    0    0   0       97.44            3.28              60.00          
  Lainio_1_megahit_metabat_bin-0255        k__Bacteria (UID3187)            2258        185           114         20   163    2    0    0   0       96.98            0.95              50.00          
  Lainio_1_megahit_metabat_bin-2035      p__Bacteroidetes (UID2591)         364         303           203         18   270    15   0    0   0       96.96            5.98              73.33          
  Lainio_1_megahit_metabat_bin-2471    o__Rhodospirillales (UID3754)         63         336           201         35   297    4    0    0   0       96.86            1.33              25.00          
  Lainio_1_megahit_metabat_bin-1496     o__Burkholderiales (UID4000)        193         427           214         21   402    4    0    0   0       96.72            0.50               0.00          
  Lainio_1_megahit_metabat_bin-0217        k__Bacteria (UID1453)            901         171           117         4    163    4    0    0   0       96.58            2.56              50.00          
  Lainio_1_megahit_metabat_bin-2857   c__Betaproteobacteria (UID3959)       235         419           211         52   366    1    0    0   0       96.52            0.16               0.00          
  Lainio_1_megahit_metabat_bin-1486     f__Rhodocyclaceae (UID3972)          30         540           241         36   493    11   0    0   0       96.47            2.76               9.09          
  Lainio_1_megahit_metabat_bin-0142     o__Burkholderiales (UID4000)        193         427           214         41   359    27   0    0   0       96.20            6.93              62.96          
  Lainio_1_megahit_metabat_bin-0499        k__Bacteria (UID1453)            901         171           117         13   156    2    0    0   0       96.15            1.28               0.00          
  Lainio_1_megahit_metabat_bin-2048   c__Betaproteobacteria (UID3959)       235         419           211         17   401    1    0    0   0       95.89            0.24              100.00         
  Lainio_1_megahit_metabat_bin-3091   c__Gammaproteobacteria (UID4201)      1164        275           174         32   235    6    2    0   0       95.84            2.06              83.33          
  Lainio_1_megahit_metabat_bin-2623   c__Gammaproteobacteria (UID4274)      112         575           289         22   546    7    0    0   0       95.84            1.64              14.29          
  Lainio_1_megahit_metabat_bin-0574   c__Gammaproteobacteria (UID4202)       67         481           276         17   453    9    2    0   0       95.23            3.45              13.33          
  Lainio_1_megahit_metabat_bin-3361      p__Bacteroidetes (UID2591)         364         303           203         17   270    16   0    0   0       94.66            5.68              75.00          
  Lainio_1_megahit_metabat_bin-3538        k__Bacteria (UID3187)            2258        187           116         13   161    13   0    0   0       94.37            8.72              38.46          
  Lainio_1_megahit_metabat_bin-1854   c__Betaproteobacteria (UID3959)       235         420           211         33   274    97   13   3   0       94.09           34.14              46.75          
  Lainio_1_megahit_metabat_bin-3544        k__Bacteria (UID1453)            901         171           117         18   143    10   0    0   0       93.59            7.44              80.00          
  Lainio_1_megahit_metabat_bin-0528    o__Rhodospirillales (UID3754)         63         336           201         20   296    20   0    0   0       93.52            5.80              95.00          
  Lainio_1_megahit_metabat_bin-2609        k__Bacteria (UID2982)             88         229           147         13   202    14   0    0   0       93.12            7.08              50.00          
  Lainio_1_megahit_metabat_bin-2241   c__Alphaproteobacteria (UID3305)      564         349           230         33   264    51   1    0   0       92.89           16.01              22.22          
  Lainio_1_megahit_metabat_bin-3389     o__Burkholderiales (UID4001)        108         570           250         35   519    14   2    0   0       92.67            2.57              15.00          
  Lainio_1_megahit_metabat_bin-2260        k__Bacteria (UID3187)            2258        190           119         10   180    0    0    0   0       92.27            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1331         k__Bacteria (UID203)            5449        104            58         8     78    18   0    0   0       92.24            8.23              22.22          
  Lainio_1_megahit_metabat_bin-1372     o__Burkholderiales (UID4000)        193         427           214         74   343    10   0    0   0       92.08            1.94              40.00          
  Lainio_1_megahit_metabat_bin-0192     o__Actinomycetales (UID1696)        455         315           190         24   291    0    0    0   0       91.84            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1230   c__Gammaproteobacteria (UID4274)      112         580           289         35   531    14   0    0   0       91.76            2.28              78.57          
  Lainio_1_megahit_metabat_bin-2764        k__Bacteria (UID3187)            2258        185           114         46   138    1    0    0   0       91.67            0.29              100.00         
  Lainio_1_megahit_metabat_bin-3986   c__Gammaproteobacteria (UID4274)      112         575           289         67   488    19   1    0   0       91.63            3.49              18.18          
  Lainio_1_megahit_metabat_bin-2511        k__Bacteria (UID1453)            901         171           117         12   157    2    0    0   0       91.45            1.28               0.00          
  Lainio_1_megahit_metabat_bin-1874         k__Bacteria (UID203)            5449        104            58         19    16    66   2    1   0       91.38           78.68              75.64          
  Lainio_1_megahit_metabat_bin-3799   c__Betaproteobacteria (UID3888)       323         387           234         62   321    4    0    0   0       91.38            1.71               0.00          
  Lainio_1_megahit_metabat_bin-0671        k__Bacteria (UID2569)            434         278           186         23   233    22   0    0   0       91.11            7.39              13.64          
  Lainio_1_megahit_metabat_bin-2794     o__Burkholderiales (UID4001)        108         570           250         52   500    16   1    1   0       89.87            3.80              28.00          
  Lainio_1_megahit_metabat_bin-4315      p__Bacteroidetes (UID2591)         364         303           203         47   248    8    0    0   0       89.73            3.45              75.00          
  Lainio_1_megahit_metabat_bin-2766         k__Bacteria (UID203)            5449        104            58         29    20    49   6    0   0       89.61           69.08              76.12          
  Lainio_1_megahit_metabat_bin-1770   c__Betaproteobacteria (UID3888)       323         387           234         66   301    20   0    0   0       89.39            6.08              95.00          
  Lainio_1_megahit_metabat_bin-1231     o__Actinomycetales (UID1696)        455         315           190         27   278    10   0    0   0       89.14            4.21              30.00          
  Lainio_1_megahit_metabat_bin-1908   c__Gammaproteobacteria (UID4202)       67         481           276         81   156   186   51   5   2       87.54           76.64              28.02          
  Lainio_1_megahit_metabat_bin-4142       o__Rhizobiales (UID3654)           92         481           319         65   389    27   0    0   0       87.39            5.28              40.74          
  Lainio_1_megahit_metabat_bin-4253   c__Betaproteobacteria (UID3959)       235         420           211         74   336    10   0    0   0       86.88            2.62              20.00          
  Lainio_1_megahit_metabat_bin-3590      p__Bacteroidetes (UID2605)         350         316           210         64   247    5    0    0   0       86.00            1.90              20.00          
  Lainio_1_megahit_metabat_bin-4346       o__Rhizobiales (UID3654)           92         481           319         87   378    16   0    0   0       85.72            2.74              18.75          
  Lainio_1_megahit_metabat_bin-2821     o__Actinomycetales (UID1696)        455         315           190         40   267    8    0    0   0       85.68            1.49              87.50          
  Lainio_1_megahit_metabat_bin-4222        k__Bacteria (UID2569)            434         278           186         65   199    13   1    0   0       84.68            6.31               6.25          
  Lainio_1_megahit_metabat_bin-1005     p__Actinobacteria (UID1454)         732         199           116         26   168    5    0    0   0       84.20            3.88               0.00          
  Lainio_1_megahit_metabat_bin-2213       o__Rhizobiales (UID3654)           92         481           319         93   371    17   0    0   0       84.19            2.83               5.88          
  Lainio_1_megahit_metabat_bin-4221        k__Bacteria (UID2982)             88         230           148         47   179    4    0    0   0       82.67            1.62               0.00          
  Lainio_1_megahit_metabat_bin-0783   c__Gammaproteobacteria (UID4274)      112         580           289        113   420    44   3    0   0       82.40            7.16              45.28          
  Lainio_1_megahit_metabat_bin-1407     o__Actinomycetales (UID1696)        455         315           190         51   256    8    0    0   0       82.05            2.46              75.00          
  Lainio_1_megahit_metabat_bin-3227          k__Archaea (UID2)              207         149           107         25    70    31   13   6   4       80.69           49.78               5.32          
  Lainio_1_megahit_metabat_bin-2572         k__Bacteria (UID203)            5449        103            58         47    52    4    0    0   0       79.19            6.03              100.00         
  Lainio_1_megahit_metabat_bin-3706    o__Rhodospirillales (UID3754)         63         336           201         73   259    4    0    0   0       78.00            1.16               0.00          
  Lainio_1_megahit_metabat_bin-2185         k__Bacteria (UID203)            5449        104            58         53    50    1    0    0   0       77.59            1.72               0.00          
  Lainio_1_megahit_metabat_bin-2715         k__Bacteria (UID203)            5449        104            58         48    52    4    0    0   0       76.88            6.90              50.00          
  Lainio_1_megahit_metabat_bin-4360         k__Bacteria (UID203)            5449        103            57         27    49    21   6    0   0       76.79           38.50              30.77          
  Lainio_1_megahit_metabat_bin-2017     o__Burkholderiales (UID4000)        193         427           214        123   299    5    0    0   0       76.28            1.36               0.00          
  Lainio_1_megahit_metabat_bin-0085        k__Bacteria (UID2495)            2993        143            89         41   101    1    0    0   0       76.09            0.37              100.00         
  Lainio_1_megahit_metabat_bin-0660      p__Bacteroidetes (UID2605)         350         316           210         69   216    30   1    0   0       76.06            9.24              36.36          
  Lainio_1_megahit_metabat_bin-3148         k__Bacteria (UID203)            5449        104            58         28    36    28   8    4   0       75.57           41.80               6.58          
  Lainio_1_megahit_metabat_bin-0741          k__Archaea (UID2)              207         149           107         34    53    22   25   5   10      74.62           69.40              14.90          
  Lainio_1_megahit_metabat_bin-2221         k__Bacteria (UID203)            5449        104            58         54    48    2    0    0   0       74.48            3.45               0.00          
  Lainio_1_megahit_metabat_bin-1907    f__Flavobacteriaceae (UID2817)        81         511           283        133   364    14   0    0   0       71.87            2.82               0.00          
  Lainio_1_megahit_metabat_bin-1436        k__Bacteria (UID1453)            901         171           117         43   126    2    0    0   0       71.74            0.51               0.00          
  Lainio_1_megahit_metabat_bin-3522     o__Burkholderiales (UID4001)        108         570           250        180   377    13   0    0   0       70.16            2.51              84.62          
  Lainio_1_megahit_metabat_bin-0761   c__Betaproteobacteria (UID3959)       235         419           211        145   260    13   1    0   0       68.72            3.77              25.00          
  Lainio_1_megahit_metabat_bin-2809        k__Bacteria (UID2982)             88         227           146         73   133    17   4    0   0       67.99           13.47              10.34          
  Lainio_1_megahit_metabat_bin-0289         k__Bacteria (UID203)            5449        104            58         58    46    0    0    0   0       67.73            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4232         k__Bacteria (UID203)            5449        104            58         56    48    0    0    0   0       66.38            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2075   c__Betaproteobacteria (UID3959)       235         419           211        144   239    33   3    0   0       66.01            8.90               9.52          
  Lainio_1_megahit_metabat_bin-2143    o__Rhodospirillales (UID3754)         63         336           201        138   127    63   7    1   0       63.03           30.52               1.11          
  Lainio_1_megahit_metabat_bin-2698        k__Bacteria (UID1453)            901         171           117         49   116    6    0    0   0       62.65            5.13              33.33          
  Lainio_1_megahit_metabat_bin-1241        k__Bacteria (UID1452)            924         151           101         47   104    0    0    0   0       61.54            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1147          k__Archaea (UID2)              207         149           107         52    62    17   14   3   1       60.76           30.23               0.95          
  Lainio_1_megahit_metabat_bin-3650      p__Bacteroidetes (UID2591)         364         303           203        125   148    26   4    0   0       60.24           11.17              34.21          
  Lainio_1_megahit_metabat_bin-4050      p__Bacteroidetes (UID2591)         364         303           203        142   149    12   0    0   0       59.99            4.07               8.33          
  Lainio_1_megahit_metabat_bin-1943        k__Bacteria (UID1452)            924         151           101         52    97    2    0    0   0       58.94            1.19              50.00          
  Lainio_1_megahit_metabat_bin-2003         k__Bacteria (UID203)            5449        101            57         66    35    0    0    0   0       57.89            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0259      p__Bacteroidetes (UID2591)         364         303           203        139   146    17   1    0   0       57.63            5.63               5.00          
  Lainio_1_megahit_metabat_bin-1526        k__Bacteria (UID2570)            433         272           182        138   118    15   1    0   0       56.46            7.69              33.33          
  Lainio_1_megahit_metabat_bin-4079        k__Bacteria (UID1453)            901         171           117         58   112    1    0    0   0       56.24            0.85               0.00          
  Lainio_1_megahit_metabat_bin-3728      p__Bacteroidetes (UID2605)         350         316           210        147   163    6    0    0   0       53.31            2.86               0.00          
  Lainio_1_megahit_metabat_bin-2558        k__Bacteria (UID2329)            174         149            89         61    75    11   1    1   0       53.20           10.48              10.00          
  Lainio_1_megahit_metabat_bin-2000         k__Bacteria (UID203)            5449        103            58         68    35    0    0    0   0       53.16            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1421   c__Betaproteobacteria (UID3959)       235         418           210        227   168    23   0    0   0       52.59            5.62              34.78          
  Lainio_1_megahit_metabat_bin-0427         k__Bacteria (UID203)            5449        104            58         65    38    0    1    0   0       52.21            3.45               0.00          
  Lainio_1_megahit_metabat_bin-1325         k__Bacteria (UID203)            5449        104            58         71    32    1    0    0   0       50.86            1.72               0.00          
  Lainio_1_megahit_metabat_bin-4370        k__Bacteria (UID1453)            901         171           117         77    86    8    0    0   0       50.74            5.56              50.00          
  Lainio_1_megahit_metabat_bin-3921         k__Bacteria (UID203)            5449        104            58         60    34    10   0    0   0       50.50            4.55              30.00          
  Lainio_1_megahit_metabat_bin-2667         k__Bacteria (UID203)            5449        104            58         70    32    2    0    0   0       48.04            2.59              50.00          
  Lainio_1_megahit_metabat_bin-2117   c__Deltaproteobacteria (UID3216)       83         247           155        117   122    8    0    0   0       47.84            2.69              25.00          
  Lainio_1_megahit_metabat_bin-0218         k__Bacteria (UID203)            5449        104            58         71    28    5    0    0   0       46.87            8.62              60.00          
  Lainio_1_megahit_metabat_bin-3858        k__Bacteria (UID1453)            901         171           117         86    75    10   0    0   0       45.25            2.29              20.00          
  Lainio_1_megahit_metabat_bin-0737        k__Bacteria (UID2982)             88         230           148        143    87    0    0    0   0       42.15            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3746         k__Bacteria (UID203)            5449        103            58         78    24    1    0    0   0       41.38            1.72              100.00         
  Lainio_1_megahit_metabat_bin-2281   c__Betaproteobacteria (UID3959)       235         419           211        267   140    12   0    0   0       41.30            3.16               8.33          
  Lainio_1_megahit_metabat_bin-3110         k__Bacteria (UID203)            5449        104            58         79    25    0    0    0   0       40.00            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2776         k__Bacteria (UID203)            5449        104            58         80    22    2    0    0   0       38.79            3.45               0.00          
  Lainio_1_megahit_metabat_bin-0128         k__Bacteria (UID203)            5449        104            58         75    23    6    0    0   0       37.34           10.34              33.33          
  Lainio_1_megahit_metabat_bin-3232         k__Bacteria (UID203)            5449        104            58         59    32    11   2    0   0       36.04            5.65               0.00          
  Lainio_1_megahit_metabat_bin-0019        k__Bacteria (UID2982)             88         227           146        120   107    0    0    0   0       32.88            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2632        k__Bacteria (UID2570)            433         273           183        183    89    1    0    0   0       32.17            0.55               0.00          
  Lainio_1_megahit_metabat_bin-1846         k__Bacteria (UID203)            5449        104            58         79    25    0    0    0   0       31.88            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2236        k__Bacteria (UID2329)            174         149            89         96    46    6    1    0   0       29.21            6.34               0.00          
  Lainio_1_megahit_metabat_bin-0966          k__Archaea (UID2)              207         149           107         96    9     2    12   8   22      27.82           72.69               5.45          
  Lainio_1_megahit_metabat_bin-2273         k__Bacteria (UID203)            5449        103            57         82    21    0    0    0   0       26.95            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0293   c__Betaproteobacteria (UID3959)       235         420           211        313   103    4    0    0   0       25.71            1.07               0.00          
  Lainio_1_megahit_metabat_bin-3302   c__Alphaproteobacteria (UID3305)      564         348           229        263    76    9    0    0   0       22.92            1.82               0.00          
  Lainio_1_megahit_metabat_bin-1723         k__Bacteria (UID203)            5449        104            58         86    18    0    0    0   0       21.72            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2164          k__Archaea (UID2)              207         149           107        107    37    4    0    1   0       21.06            2.48               0.00          
  Lainio_1_megahit_metabat_bin-2808         k__Bacteria (UID203)            5449        104            58         91    11    2    0    0   0       20.69            1.72              100.00         
  Lainio_1_megahit_metabat_bin-4099         k__Bacteria (UID203)            5449        104            58         86    18    0    0    0   0       19.75            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1996         k__Bacteria (UID203)            5449        104            58         89    14    1    0    0   0       19.59            1.72               0.00          
  Lainio_1_megahit_metabat_bin-1664        k__Bacteria (UID1452)            924         151           101        118    33    0    0    0   0       18.25            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4095         k__Bacteria (UID203)            5449        104            58         92    12    0    0    0   0       18.10            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4406         k__Bacteria (UID203)            5449        104            58         89    14    0    1    0   0       17.71            3.45              33.33          
  Lainio_1_megahit_metabat_bin-2118         k__Bacteria (UID203)            5449        104            58         92    12    0    0    0   0       17.40            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1074        k__Bacteria (UID1453)            901         171           117        113    58    0    0    0   0       16.87            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2637             root (UID1)                 5656         56            24         41    0     6    8    1   0       16.67           31.02              94.44          
  Lainio_1_megahit_metabat_bin-1775             root (UID1)                 5656         56            24         52    4     0    0    0   0       16.67            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4412         k__Bacteria (UID203)            5449        100            55         89    10    1    0    0   0       16.36            1.82               0.00          
  Lainio_1_megahit_metabat_bin-3125         k__Bacteria (UID203)            5449        104            58         90    13    1    0    0   0       16.30            1.72               0.00          
  Lainio_1_megahit_metabat_bin-1314         k__Bacteria (UID203)            5449        104            58         94    10    0    0    0   0       14.66            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0275             root (UID1)                 5656         56            24         53    3     0    0    0   0       12.50            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4310         k__Bacteria (UID203)            5449        104            58         94    10    0    0    0   0       12.38            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2504         k__Bacteria (UID203)            5449        104            58         90    14    0    0    0   0       12.30            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1201         k__Bacteria (UID203)            5449        103            57         95    8     0    0    0   0       12.28            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2357         k__Bacteria (UID203)            5449        104            58         96    8     0    0    0   0       12.23            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0071       o__Rhizobiales (UID3654)           92         481           319        418    63    0    0    0   0       12.04            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3309         k__Bacteria (UID203)            5449        104            58         92    12    0    0    0   0       11.83            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0138         k__Bacteria (UID203)            5449        104            58         94    10    0    0    0   0       10.97            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3928         k__Bacteria (UID203)            5449        104            58         95    7     2    0    0   0       10.69            1.72               0.00          
  Lainio_1_megahit_metabat_bin-0955         k__Bacteria (UID203)            5449        104            58         95    9     0    0    0   0       10.50            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3817         k__Bacteria (UID203)            5449        104            58         94    10    0    0    0   0       10.34            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3156         k__Bacteria (UID203)            5449        104            58         98    6     0    0    0   0       10.34            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0868         k__Bacteria (UID203)            5449        104            58         97    7     0    0    0   0       10.34            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1476         k__Bacteria (UID203)            5449        100            54         89    11    0    0    0   0       10.19            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2777         k__Bacteria (UID203)            5449        104            58         96    8     0    0    0   0        9.83            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4286        k__Bacteria (UID2495)            2993        147            91        125    22    0    0    0   0        9.71            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3268         k__Bacteria (UID203)            5449        104            58         91    13    0    0    0   0        9.62            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2875         k__Bacteria (UID203)            5449        104            58         96    7     1    0    0   0        8.62            0.86              100.00         
  Lainio_1_megahit_metabat_bin-0016         k__Bacteria (UID203)            5449        104            58         92    12    0    0    0   0        8.54            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3108             root (UID1)                 5656         56            24         54    2     0    0    0   0        8.33            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1108             root (UID1)                 5656         56            24         54    2     0    0    0   0        8.33            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0629             root (UID1)                 5656         56            24         54    2     0    0    0   0        8.33            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0565             root (UID1)                 5656         56            24         54    2     0    0    0   0        8.33            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0356             root (UID1)                 5656         56            24         54    2     0    0    0   0        8.33            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0206             root (UID1)                 5656         56            24         54    2     0    0    0   0        8.33            0.00               0.00          
  Lainio_1_megahit_metabat_bin-4316         k__Bacteria (UID203)            5449        103            57         93    10    0    0    0   0        8.07            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1971         k__Bacteria (UID203)            5449        104            58         95    9     0    0    0   0        7.68            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1755         k__Bacteria (UID203)            5449        104            58        100    4     0    0    0   0        6.90            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0788         k__Bacteria (UID203)            5449        104            58         99    5     0    0    0   0        6.90            0.00               0.00          
  Lainio_1_megahit_metabat_bin-0115         k__Bacteria (UID203)            5449        104            58         98    6     0    0    0   0        6.90            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1300         k__Bacteria (UID203)            5449        101            57         91    10    0    0    0   0        6.62            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3083         k__Bacteria (UID203)            5449        103            58         94    9     0    0    0   0        6.30            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2265         k__Bacteria (UID203)            5449        104            58         98    6     0    0    0   0        6.03            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1835         k__Bacteria (UID203)            5449        104            58         96    8     0    0    0   0        5.96            0.00               0.00          
  Lainio_1_megahit_metabat_bin-1626         k__Bacteria (UID203)            5449        104            58         99    5     0    0    0   0        5.75            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2269         k__Bacteria (UID203)            5449        104            58         92    12    0    0    0   0        5.39            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3344          k__Archaea (UID2)              207         149           107        130    12    7    0    0   0        5.38            0.50               0.00          
  Lainio_1_megahit_metabat_bin-1605          k__Archaea (UID2)              207         149           107        130    12    4    3    0   0        5.38            0.72              23.08          
  Lainio_1_megahit_metabat_bin-3140         k__Bacteria (UID203)            5449        104            58         97    2     1    4    0   0        5.33            7.76              53.85          
  Lainio_1_megahit_metabat_bin-1187         k__Bacteria (UID203)            5449        103            57        100    3     0    0    0   0        5.26            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3555         k__Bacteria (UID203)            5449        104            58        100    4     0    0    0   0        5.17            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3550         k__Bacteria (UID203)            5449        104            58         99    5     0    0    0   0        5.17            0.00               0.00          
  Lainio_1_megahit_metabat_bin-3535         k__Bacteria (UID203)            5449        104            58        101    3     0    0    0   0        5.17            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2993         k__Bacteria (UID203)            5449        104            58        101    3     0    0    0   0        5.17            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2945         k__Bacteria (UID203)            5449        104            58        101    3     0    0    0   0        5.17            0.00               0.00          
  Lainio_1_megahit_metabat_bin-2849         k__Bacteria (UID203)            5449        104            58        100    4     0    0    0   0        5.17            0.00               0.00          
